Title,Link,Date,Content
RSP national gathering: Chairman Lamichhane to present political report today,https://myrepublica.nagariknetwork.com/news/rsp-national-gathering-chairman-lamichhane-to-present-political-report-today/,"Published On: 
                                                    September 18, 2024 09:35 AM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:33 AM Published On: 
                                            September 18, 2024 09:35 AM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 18: The National Gathering of the Central Committee of the Rastriya Swatantra Party (RSP) will continue today as well.
At the meeting that started on Tuesday at Pragya Bhawan in Kathmandu, Acting General Secretary and Head of the Organization Department, Kabindra Burlakoti, presented the organizational report, and discussions also took place. On the first day, after all provinces provided their reports, reports related to finance, discipline, and parliamentary matters were also presented. Additionally, proposals were made regarding constitutional amendments, policies and ideas, values and principles, the Candidate Club, and the Leadership Academy.
Today, Chairman Rabi Lamichhane will present the political report. The gathering is also expected to announce the party’s national campaign and set the date for the first national convention.
Similarly, group discussions will be held today on all the reports and proposals presented, with three hours allocated for questions and answers. In the afternoon, after the approval of all reports and proposals, the date and venue for the first national convention will be announced, concluding the gathering.
The gathering has more than 1,500 representatives participating from across the country.




                                                                                                                                 
National_Gathering

                                                                                                                                                                         
Rastriya_Swatantra_Party

                                                                                                                                                                         
political_report KATHMANDU, Sept 18: The National Gathering of the Central Committee of the Rastriya Swatantra Party (RSP) will continue today as well. At the meeting that started on Tuesday at Pragya Bhawan in Kathmandu, Acting General Secretary and Head of the Organization Department, Kabindra Burlakoti, presented the organizational report, and discussions also took place. On the first day, after all provinces provided their reports, reports related to finance, discipline, and parliamentary matters were also presented. Additionally, proposals were made regarding constitutional amendments, policies and ideas, values and principles, the Candidate Club, and the Leadership Academy. Today, Chairman Rabi Lamichhane will present the political report. The gathering is also expected to announce the party’s national campaign and set the date for the first national convention. Similarly, group discussions will be held today on all the reports and proposals presented, with three hours allocated for questions and answers. In the afternoon, after the approval of all reports and proposals, the date and venue for the first national convention will be announced, concluding the gathering. The gathering has more than 1,500 representatives participating from across the country. KATHMANDU, Sept 18: The Rastriya Swatantra Party (RSP) has not allocated time for representatives to express their views on the...
Read
                                                                More... KATHMANDU, Sept 17: A national gathering of the Rastriya Swatantra Party (RSP) began today at the Nepal Academy in Kamaladi,...
Read
                                                                More... KATHMANDU, March 15: The Madhav Kumar Nepal-led faction of the CPN-UML has decided not to stop the national gathering of...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
"What action will be taken against those guilty in the cooperative scam, and when?",https://myrepublica.nagariknetwork.com/news/what-action-will-be-taken-against-those-guilty-in-the-cooperative-scam-and-when/,"Published On: 
                                                    September 17, 2024 06:40 PM NPT
                                                                                                            By: Kamal Bista","Friday, 20 September 2024 01:33 AM Published On: 
                                            September 17, 2024 06:40 PM NPT
                                                                                            By: Kamal Bista KATHMANDU, Sept 17: A seven-member parliamentary special committee, formed to investigate the misuse of cooperative funds and chaired by CPN-UML lawmaker Surya Thapa, submitted its report to the House of Representatives on Monday. The report concluded that 40 cooperatives have embezzled a total of Rs 87 billion of their depositors’ money.
The committee formed on May 28 also identified the involvement of four office bearers of Gorkha Media Network in the misappropriation of Rs 650 million received from a cooperative. Those implicated by the parliamentary committee include the chairman of the Rastriya Swatantra Party (RSP) and former Managing Director of Gorkha Media Rabi Lamichhane, along with Chairman Gitendra Babu (GB) Rai; the company’s director Chhabilal Joshi; and partner Kumar Ramtel.
The committee recommended government action against the individuals. 
After receiving the report from Chairman Thapa, Speaker Devraj Ghimire directed the parliament secretariat to submit the report to the government for implementation.
With Speaker Ghimire’s instructions to the government to implement the recommendations made by the committee, it is yet to unfold how the government will take action.
Spokesperson for the HoR, Ekram Giri, informed Republica that preparation to send the letter to the government for implementation is underway. “If it wasn’t for a public holiday today, the house would have sent the letter right away,” he said, “Under the circumstances, the house will now send the letter on Wednesday.”
Upon receiving the letter from the house, the Office of the Prime Minister and Council of Ministers will present it to the Cabinet for discussion and finalization. The Cabinet will then decide on directing the relevant line ministry, Giri added.
According to Senior Advocate Tikaram Bhattarai, after discussion in the Cabinet, it will direct the Ministry of Home Affairs to proceed with further actions. “The Home Ministry will then instruct the police administration to conduct the investigation. The police may handle the investigation themselves or assign it to the CIB. The investigation by the police or CIB will determine what charges are necessary,” Bhattarai said, “After this, the matter will be discussed with the Attorney General’s office, and then the case will proceed to court. Only after following all the due processes can the matter proceed to court,” Bhattarai added.
He mentioned that based on the nature of the incident, it appears that those recommended for disciplinary action will likely face charges related to cooperative fraud. These matters are explained under the Cooperative Act, 2074, he said.
The report mentions that Gorkha Media, where Lamichhane was the MD, had obtained funds from Surya Darshan Savings and Credit Cooperative, Supreme Savings and Credit Cooperative, Sahara Chitwan Multipurpose Cooperative, Swarnalaxmi Multipurpose Cooperative, and Sano Paila Savings and Credit Cooperative.
According to the report, Lamichhane has committed at least eight serious offenses including unlawfully deploying cooperative funds into the company, failing to inquire about or record the legal source of such a large amount of money, providing false information in audit reports, claiming non-existent sweat equity without any legal documentation. 
Similarly, the offenses include engaging in share transactions with fake transactions at the company registrar's office, leading the company into mismanagement, evading taxes through fraudulent transactions, and attempting to evade responsibility by claiming ignorance.
The parliamentary committee reached this conclusion after conducting an investigation for three and a half months. Initially, the House had set a timeframe of three months, but on September 3, Chairman Thapa requested an additional 15-day extension, which the House approved.




                                                                                                                                 
cooperative_scam KATHMANDU, Sept 17: A seven-member parliamentary special committee, formed to investigate the misuse of cooperative funds and chaired by CPN-UML lawmaker Surya Thapa, submitted its report to the House of Representatives on Monday. The report concluded that 40 cooperatives have embezzled a total of Rs 87 billion of their depositors’ money. The committee formed on May 28 also identified the involvement of four office bearers of Gorkha Media Network in the misappropriation of Rs 650 million received from a cooperative. Those implicated by the parliamentary committee include the chairman of the Rastriya Swatantra Party (RSP) and former Managing Director of Gorkha Media Rabi Lamichhane, along with Chairman Gitendra Babu (GB) Rai; the company’s director Chhabilal Joshi; and partner Kumar Ramtel. The committee recommended government action against the individuals. After receiving the report from Chairman Thapa, Speaker Devraj Ghimire directed the parliament secretariat to submit the report to the government for implementation. With Speaker Ghimire’s instructions to the government to implement the recommendations made by the committee, it is yet to unfold how the government will take action. Spokesperson for the HoR, Ekram Giri, informed Republica that preparation to send the letter to the government for implementation is underway. “If it wasn’t for a public holiday today, the house would have sent the letter right away,” he said, “Under the circumstances, the house will now send the letter on Wednesday.” Upon receiving the letter from the house, the Office of the Prime Minister and Council of Ministers will present it to the Cabinet for discussion and finalization. The Cabinet will then decide on directing the relevant line ministry, Giri added. According to Senior Advocate Tikaram Bhattarai, after discussion in the Cabinet, it will direct the Ministry of Home Affairs to proceed with further actions. “The Home Ministry will then instruct the police administration to conduct the investigation. The police may handle the investigation themselves or assign it to the CIB. The investigation by the police or CIB will determine what charges are necessary,” Bhattarai said, “After this, the matter will be discussed with the Attorney General’s office, and then the case will proceed to court. Only after following all the due processes can the matter proceed to court,” Bhattarai added. He mentioned that based on the nature of the incident, it appears that those recommended for disciplinary action will likely face charges related to cooperative fraud. These matters are explained under the Cooperative Act, 2074, he said. The report mentions that Gorkha Media, where Lamichhane was the MD, had obtained funds from Surya Darshan Savings and Credit Cooperative, Supreme Savings and Credit Cooperative, Sahara Chitwan Multipurpose Cooperative, Swarnalaxmi Multipurpose Cooperative, and Sano Paila Savings and Credit Cooperative. According to the report, Lamichhane has committed at least eight serious offenses including unlawfully deploying cooperative funds into the company, failing to inquire about or record the legal source of such a large amount of money, providing false information in audit reports, claiming non-existent sweat equity without any legal documentation. Similarly, the offenses include engaging in share transactions with fake transactions at the company registrar's office, leading the company into mismanagement, evading taxes through fraudulent transactions, and attempting to evade responsibility by claiming ignorance. The parliamentary committee reached this conclusion after conducting an investigation for three and a half months. Initially, the House had set a timeframe of three months, but on September 3, Chairman Thapa requested an additional 15-day extension, which the House approved. The physical number of cooperatives, their members, and the capital share themselves are enough to postulate the importance of the...
Read
                                                                More... KATHMANDU, May 10: The Nepali Congress has reiterated the demand for the formation of a parliamentary committee for conducting an...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Rajendra Mahato announces formation of Rastriya Mukti Kranti Party,https://myrepublica.nagariknetwork.com/news/rajendra-mahato-announces-formation-of-rastriya-mukti-kranti-party/,"Published On: 
                                                    September 17, 2024 05:55 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM Published On: 
                                            September 17, 2024 05:55 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 17: Rajendra Mahato on Tuesday announced the formation of the Rastriya Mukti Kranti Party after he quit the Loktantrik Samajwadi Party.
He had been running a national campaign under this name since mid-February.
Mahato announced the formation of the new party at a national committee meeting of the  Rastriya Mukti Kranti Party, which started in Kathmandu on Tuesday. He said that the party will be registered with the Election Commission soon.
A press release issued by the newly formed party states that the party strives for a peaceful struggle and revolution from mid-November. “Realizing the need to present its agenda in front of the country and the people as an official ultimatum before starting the peaceful struggle and revolution and transition the agenda into a campaign, the national committee meeting of Rastriya Mukti Kranti Party has decided to form the new party under the leadership of  Rajendra Mahato,” reads the statement. 
The central committee comprises members of the campaign including Suman Sayami, Buddha Tsering Moktan, Keshav Jha, and others.
Previously, Mahato was associated with the Madhesh Sadbhawana Party, Sadbhawana Party, Sadbhawana Party (Anandidevi), Rastriya Janata Party, Janata Samajwadi Party, and the Loktantrik Samajwadi Party.
 




                                                                                                                                 
Rajendra_Mahato

                                                                                                                                                                         
Rastriya_Mukti_Kranti_Party

                                                                                                                                                                         
National_Committee KATHMANDU, Sept 17: Rajendra Mahato on Tuesday announced the formation of the Rastriya Mukti Kranti Party after he quit the Loktantrik Samajwadi Party. He had been running a national campaign under this name since mid-February. Mahato announced the formation of the new party at a national committee meeting of the  Rastriya Mukti Kranti Party, which started in Kathmandu on Tuesday. He said that the party will be registered with the Election Commission soon. A press release issued by the newly formed party states that the party strives for a peaceful struggle and revolution from mid-November. “Realizing the need to present its agenda in front of the country and the people as an official ultimatum before starting the peaceful struggle and revolution and transition the agenda into a campaign, the national committee meeting of Rastriya Mukti Kranti Party has decided to form the new party under the leadership of  Rajendra Mahato,” reads the statement. The central committee comprises members of the campaign including Suman Sayami, Buddha Tsering Moktan, Keshav Jha, and others. Previously, Mahato was associated with the Madhesh Sadbhawana Party, Sadbhawana Party, Sadbhawana Party (Anandidevi), Rastriya Janata Party, Janata Samajwadi Party, and the Loktantrik Samajwadi Party.  JANAKPURDHAM, Oct 9: The ruling coalition has decided to field Anil Jha of the Loktantrik Samajwadi Party (LSP) as a...
Read
                                                                More... KATHMANDU, April 29: Rajendra Mahato, a key leader of the Democratic Socialist Party, has remarked that the ruling parties have...
Read
                                                                More... RAUTAHAT, July 22: Leader of Rashtriya Janata Party Rajendra Mahato has stressed the need for banning excessive extraction of the Chure...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Drafting of govt’s common minimum program in final stage,https://myrepublica.nagariknetwork.com/news/drafting-of-govts-common-minimum-program-in-final-stage/,"Published On: 
                                                    September 17, 2024 05:19 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Parliamentary panel recommends govt action against Rabi Lamichhane over cooperative fund misuse,https://myrepublica.nagariknetwork.com/news/parliamentary-panel-recommends-govt-action-against-rabi-lamichhane-over-cooperative-fund-misuse/,"Published On: 
                                                    September 17, 2024 04:40 PM NPT
                                                                                                            By: Tapendra Karki","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
MoHA forms study committee to resolve citizenship issues,https://myrepublica.nagariknetwork.com/news/moha-forms-study-committee-to-resolve-citizenship-issues/,"Published On: 
                                                    September 17, 2024 03:58 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM Published On: 
                                            September 17, 2024 03:58 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 17: The Ministry of Home Affairs (MoHA) has formed a study committee to solve the citizenship problem. A five-member committee has been formed under the coordination of Tok Raj Pandey, the head of the Policy, Plan, Monitoring and Evaluation Division of the MoHA.
The committee includes an Under Secretary of the Office of the Prime Minister and Council of Ministers, an Under Secretary of the Ministry of Law, a representative of the Law Division of the MoHA and an Under Secretary of the Citizenship and Department of National Id and Civil Registration. The committee has been given a deadline of October 1 to submit its report. The committee has been mandated to identify the problems faced by the citizens at present.
In addition, it has been asked to analyze the existing legal system in order to solve the problem and suggest the laws, regulations and procedures that need to be improved for the solution. The committee can invite people who have problems related to citizenship and subject matter experts to discuss the issue. 
 




                                                                                                                                 
MoHA

                                                                                                                                                                         
study_committee

                                                                                                                                                                         
citizenship_issues KATHMANDU, Sept 17: The Ministry of Home Affairs (MoHA) has formed a study committee to solve the citizenship problem. A five-member committee has been formed under the coordination of Tok Raj Pandey, the head of the Policy, Plan, Monitoring and Evaluation Division of the MoHA. The committee includes an Under Secretary of the Office of the Prime Minister and Council of Ministers, an Under Secretary of the Ministry of Law, a representative of the Law Division of the MoHA and an Under Secretary of the Citizenship and Department of National Id and Civil Registration. The committee has been given a deadline of October 1 to submit its report. The committee has been mandated to identify the problems faced by the citizens at present. In addition, it has been asked to analyze the existing legal system in order to solve the problem and suggest the laws, regulations and procedures that need to be improved for the solution. The committee can invite people who have problems related to citizenship and subject matter experts to discuss the issue.  KATHMANDU, Feb 17: The Ministry of Home Affairs (MoHA) has formed a police personnel adjustment committee.    ...
Read
                                                                More... Your daily dose of missed important news of the day.          ...
Read
                                                                More... KATHMANDU, Aug 25: Ministry of Home Affairs (MoHA) has decided to suspend SP Dilli Raj Bista from the post for...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Deputy Speaker Rana leaves for Russia to attend Eurasian Women’s Forum,https://myrepublica.nagariknetwork.com/news/deputy-speaker-rana-leaves-for-russia-to-attend-eurasian-womens-forum/,"Published On: 
                                                    September 17, 2024 02:45 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
CK Raut files complaints at three agencies for alleged false news against him,https://myrepublica.nagariknetwork.com/news/ck-raut-files-complaints-at-three-agencies-for-alleged-false-news-against-him/,"Published On: 
                                                    September 17, 2024 01:45 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM Published On: 
                                            September 17, 2024 01:45 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 17: Dr CK Raut, chairman of the Janamat Party, has lodged complaints at the District Court, Kathmandu, the Cyber ​​Bureau of Nepal Police and Press Council Nepal alleging that false news has been broadcast against him.
Dr Raut has filed complaints with three agencies of the state for publishing” misleading news” about his family and his wife Soni Sindhu Rani. A complaint has been filed at the District Court Kathmandu against the chairperson and editor of the online news of  Sheersha Khabar Pvt Ltd, Kalpana Dahal, as well as Dinesh Sharma of Fattepur, Saptari, Shyam Kumar Yadav and journalist Baidyanath Yadav.
Sharad Singh, spokesperson for Janamat Party, said that Dr Raut has filed the complaint because of the publication of untrue and misleading news about his family's private affairs.
Raut has stated in his complaint letter that the issues raised by the opposition and published in the media are personal matters filed in court. He has claimed that the news reports about him having an affair with another woman and being caught red-handed multiple times are false, fabricated, and damaging to his reputation.
Raut has also mentioned in the complaint letter that his wife, Soni Sindhu Rani, is not in a stable mental state. He said that she had previously sought a divorce but she has not accepted it now.
Raut filed for divorce from his wife, Sindhu Rani, under the title 'Partition and Divorce' in August, as reported by the court's spokesperson, Ram Sajiwan Mahato.
 




                                                                                                                                 
CK_Raut

                                                                                                                                                                         
lodge_complaint

                                                                                                                                                                         
Press_Council_Nepal

                                                                                                                                                                         
Cyber_​​Bureau_of_Nepal_Police

                                                                                                                                                                         
false_news KATHMANDU, Sept 17: Dr CK Raut, chairman of the Janamat Party, has lodged complaints at the District Court, Kathmandu, the Cyber ​​Bureau of Nepal Police and Press Council Nepal alleging that false news has been broadcast against him. Dr Raut has filed complaints with three agencies of the state for publishing” misleading news” about his family and his wife Soni Sindhu Rani. A complaint has been filed at the District Court Kathmandu against the chairperson and editor of the online news of  Sheersha Khabar Pvt Ltd, Kalpana Dahal, as well as Dinesh Sharma of Fattepur, Saptari, Shyam Kumar Yadav and journalist Baidyanath Yadav. Sharad Singh, spokesperson for Janamat Party, said that Dr Raut has filed the complaint because of the publication of untrue and misleading news about his family's private affairs. Raut has stated in his complaint letter that the issues raised by the opposition and published in the media are personal matters filed in court. He has claimed that the news reports about him having an affair with another woman and being caught red-handed multiple times are false, fabricated, and damaging to his reputation. Raut has also mentioned in the complaint letter that his wife, Soni Sindhu Rani, is not in a stable mental state. He said that she had previously sought a divorce but she has not accepted it now. Raut filed for divorce from his wife, Sindhu Rani, under the title 'Partition and Divorce' in August, as reported by the court's spokesperson, Ram Sajiwan Mahato.  KATHMANDU, March 12: The CK Raut-led Janamat Party has made it clear that it will not join the new alliance.
Read
                                                                More... KATHMANDU, March 19: CK Raut, the leader of the Alliance for Independent Madhes (AIM) who gave up his secessionist demand by...
Read
                                                                More... KATHMANDU, Sept 28: Madhav Nepal, senior leader of the ruling Nepal Communist Party (NCP) and former prime minister, expressed serious dissatisfaction...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
RSP's national gathering kicks off in Kathmandu,https://myrepublica.nagariknetwork.com/news/rsps-national-gathering-kicks-off-in-kathmandu/,"Published On: 
                                                    September 17, 2024 01:10 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Senior-most Justice Raut recommended for Chief Justice,https://myrepublica.nagariknetwork.com/news/seniormost-justice-raut-recommended-for-chief-justice/,"Published On: 
                                                    September 17, 2024 12:55 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Bagmati Province Assembly meeting to be held on Sept 22,https://myrepublica.nagariknetwork.com/news/bagmati-province-assembly-meeting-to-be-held-on-sept-22/,"Published On: 
                                                    September 17, 2024 12:20 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Parliamentary probe committee says 40 cooperatives embezzled at least Rs 87 billion of their depositors' saving,https://myrepublica.nagariknetwork.com/news/parliamentary-probe-committee-says-40-cooperatives-embezzled-at-least-rs-87-billion-of-their-depositors-saving/,"Published On: 
                                                    September 17, 2024 10:45 AM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Proposal to split CAAN’s role as aviation service provider and regulator presented to Cabinet: Minister Pandey,https://myrepublica.nagariknetwork.com/news/proposal-to-split-caans-role-as-aviation-service-provider-and-regulator-presented-to-cabinet-minister-pandey/,"Published On: 
                                                    September 17, 2024 10:15 AM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Land Commission to be formed within a month: Minister Adhikari,https://myrepublica.nagariknetwork.com/news/land-commission-to-be-formed-within-a-month-minister-adhikari/,"Published On: 
                                                    September 17, 2024 09:45 AM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM Published On: 
                                            September 17, 2024 09:45 AM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 17: Minister for Land Management, Cooperatives and Poverty Alleviation, Balram Adhikari, has expressed the government’s commitment to form the much-demanded Land Commission within a month to foster and facilitate agriculture-related entrepreneurial mindset across the nation.
Addressing the 11th General Assembly of the Asian Farmers' Association (AFA) in Kathmandu, Minister Adhikari said that the ministry has prepared to amend the law for the formation of the commission within a month. “When the individuals involved in agriculture and land become entrepreneurial, we will observe a positive change in the lives of farmers and the entire nation,” he said, “To facilitate such entrepreneurial mindset, we will form a Land Commission within a month.”
Minister Ahikari added that Nepal will not progress unless the farmers are well-equipped for their agricultural activities. ""We are attempting to formulate a good policy and implement it on time,” he said. He asserted that the problems of the farmers will only be addressed when farmers take the initiative to become leaders. 
Highlighting the need for working on climate resilience, Minister Adhikari also discussed the notable negative impact of climate change and global warming on the agricultural sector. “Discussions between experts in agriculture and land in different countries can help us find general solutions to the existent negative effect of climate change in our agriculture and land sectors,” he said, “However, the environment, climate, geography, and land of Nepal needs to be considered while formulating policies to mitigate the effects of climate change in Nepal.”
Stating that achieving the constitutionally guaranteed right to adequate food is becoming a challenge due to the impact of climate change on the agricultural sector, Minister Adhikari claimed that addressing the needs of the farmers is another key step to ensuring food security in Nepal. “Food security is a looming problem for our country,” he said, “Unless the needs of the farmers are addressed, the problem of food security will eventually affect our country’s entire economy.” He added that the bureaucrats in the ministry are working diligently to secure the general public’s constitutionally guaranteed right to adequate food.
The two-day general assembly of the AFA being held in the capital is being attended by over 150 representatives from 22 farmer-related organizations of 19 countries. A five-day Regional Farmers Workshop will follow the general assembly. Minister Adhikari lauded the nature of the program, emphasizing the need for farmers from Asian countries to come together for solving agriculture-related problems. 






                                                                                                                                 
Minister_for_Land_Management

                                                                                                                                                                         
Cooperatives_and_Poverty_Alleviation

                                                                                                                                                                         
Balram_Adhikari

                                                                                                                                                                         
Land_Commission KATHMANDU, Sept 17: Minister for Land Management, Cooperatives and Poverty Alleviation, Balram Adhikari, has expressed the government’s commitment to form the much-demanded Land Commission within a month to foster and facilitate agriculture-related entrepreneurial mindset across the nation. Addressing the 11th General Assembly of the Asian Farmers' Association (AFA) in Kathmandu, Minister Adhikari said that the ministry has prepared to amend the law for the formation of the commission within a month. “When the individuals involved in agriculture and land become entrepreneurial, we will observe a positive change in the lives of farmers and the entire nation,” he said, “To facilitate such entrepreneurial mindset, we will form a Land Commission within a month.” Minister Ahikari added that Nepal will not progress unless the farmers are well-equipped for their agricultural activities. ""We are attempting to formulate a good policy and implement it on time,” he said. He asserted that the problems of the farmers will only be addressed when farmers take the initiative to become leaders. Highlighting the need for working on climate resilience, Minister Adhikari also discussed the notable negative impact of climate change and global warming on the agricultural sector. “Discussions between experts in agriculture and land in different countries can help us find general solutions to the existent negative effect of climate change in our agriculture and land sectors,” he said, “However, the environment, climate, geography, and land of Nepal needs to be considered while formulating policies to mitigate the effects of climate change in Nepal.” Stating that achieving the constitutionally guaranteed right to adequate food is becoming a challenge due to the impact of climate change on the agricultural sector, Minister Adhikari claimed that addressing the needs of the farmers is another key step to ensuring food security in Nepal. “Food security is a looming problem for our country,” he said, “Unless the needs of the farmers are addressed, the problem of food security will eventually affect our country’s entire economy.” He added that the bureaucrats in the ministry are working diligently to secure the general public’s constitutionally guaranteed right to adequate food. The two-day general assembly of the AFA being held in the capital is being attended by over 150 representatives from 22 farmer-related organizations of 19 countries. A five-day Regional Farmers Workshop will follow the general assembly. Minister Adhikari lauded the nature of the program, emphasizing the need for farmers from Asian countries to come together for solving agriculture-related problems. KATHMANDU, June 1: Minister for Land Management, Cooperatives and Poverty Alleviation Shashi Shrestha has directed the National Land Commission to...
Read
                                                                More... KATHMANDU, August 1: The Nagarik Unmukti Party (NUP) is going to participate in the government of Sudurpaschim Province. The NUP...
Read
                                                                More... BIRATNAGAR, Oct 31: Minister for Land Management, Cooperatives and Poverty Alleviation, Sashi Shrestha has stressed the need for restructuring the...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Foreign Minister Rana off to Canada to participate in the meeting of women foreign ministers,https://myrepublica.nagariknetwork.com/news/foreign-minister-rana-off-to-canada-to-participate-in-the-meeting-of-women-foreign-ministers/,"Published On: 
                                                    September 17, 2024 09:15 AM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:34 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
